
Param lmweight= 1.0 , insertionPenalty=0.0
lmw 1.0 insw 0.0 UTT-1  <s> one </s>	->	 <s> SIX </s>	(-2189.6140041289477)	[2]
lmw 1.0 insw 10.0 UTT-138	<s> four four seven three </s>	->	 <s> SIX </s>	(-3403.0120361720597)	[5]
lmw 1.0 insw 10.0 UTT-139	<s> five two seven four one five five </s>	->	 <s> SIX SIX </s>	(-7020.429549144476)	[8]
lmw 1.0 insw 10.0 UTT-140	<s> six seven two six two </s>	->	 <s> SIX </s>	(-4295.593638105238)	[5]
lmw 1.0 insw 10.0 UTT-141	<s> seven nine </s>	->	 <s> OH </s>	(-3285.562765293421)	[3]
lmw 1.0 insw 10.0 UTT-142	<s> eight </s>	->	 <s> OH </s>	(-1884.374856430421)	[2]
lmw 1.0 insw 10.0 UTT-143	<s> nine </s>	->	 <s> OH </s>	(-1926.6689205244495)	[2]
lmw 1.0 insw 10.0 UTT-144	<s> zero three seven six zero four zero </s>	->	 <s> SIX SIX </s>	(-6915.477328385444)	[7]
lmw 1.0 insw 10.0 UTT-145	<s> one one </s>	->	 <s> SIX </s>	(-2542.941274021045)	[3]
lmw 1.0 insw 10.0 UTT-146	<s> two five seven </s>	->	 <s> OH FIVE </s>	(-3179.3570807373585)	[3]
lmw 1.0 insw 10.0 UTT-147	<s> three nine </s>	->	 <s> SIX </s>	(-3086.67457386095)	[3]
lmw 1.0 insw 10.0 UTT-148	<s> four seven nine oh oh nine oh </s>	->	 <s> SIX OH OH OH </s>	(-7040.985941038683)	[5]
lmw 1.0 insw 10.0 UTT-149	<s> five </s>	->	 <s> OH </s>	(-1909.0197105642178)	[2]
lmw 1.0 insw 10.0 UTT-150	<s> six oh five oh </s>	->	 <s> OH OH </s>	(-4710.934221702259)	[3]
lmw 1.0 insw 10.0 UTT-151	<s> eight one </s>	->	 <s> OH </s>	(-2927.2677672984496)	[3]
lmw 1.0 insw 10.0 UTT-152	<s> nine two two six </s>	->	 <s> SIX </s>	(-4532.623455659605)	[4]
lmw 1.0 insw 10.0 UTT-153	<s> oh nine seven </s>	->	 <s> SIX </s>	(-3709.1479264902264)	[4]
lmw 1.0 insw 10.0 UTT-154	<s> zero </s>	->	 <s> OH </s>	(-2062.860117974165)	[2]
lmw 1.0 insw 10.0 UTT-155	<s> one </s>	->	 <s> SIX </s>	(-1776.4361134052037)	[2]
lmw 1.0 insw 10.0 UTT-156	<s> two </s>	->	 <s> OH </s>	(-1828.1699621070716)	[2]
lmw 1.0 insw 10.0 UTT-157	<s> three </s>	->	 <s> OH </s>	(-2385.7225547666626)	[2]
lmw 1.0 insw 10.0 UTT-158	<s> five one seven one four two six </s>	->	 <s> SIX </s>	(-6959.639994537603)	[7]
lmw 1.0 insw 10.0 UTT-159	<s> six four six </s>	->	 <s> OH </s>	(-4285.922276088098)	[4]
lmw 1.0 insw 10.0 UTT-160	<s> seven six one one </s>	->	 <s> SIX </s>	(-4102.270389362486)	[4]
lmw 1.0 insw 10.0 UTT-161	<s> eight seven two four six three seven </s>	->	 <s> OH OH FIVE </s>	(-8206.87212933848)	[8]
lmw 1.0 insw 10.0 UTT-162	<s> nine </s>	->	 <s> OH </s>	(-2932.7465693970344)	[2]
lmw 1.0 insw 10.0 UTT-163	<s> oh </s>	->	 <s> OH </s>	(-1813.6229408147863)	[1]
lmw 1.0 insw 10.0 UTT-164	<s> zero zero </s>	->	 <s> OH </s>	(-3198.0636845773465)	[3]
lmw 1.0 insw 10.0 UTT-165	<s> two one </s>	->	 <s> SIX </s>	(-2401.2169760623306)	[3]
lmw 1.0 insw 10.0 UTT-166	<s> three three eight </s>	->	 <s> SIX </s>	(-3726.5302784182923)	[4]
lmw 1.0 insw 10.0 UTT-167	<s> four four eight one five </s>	->	 <s> OH </s>	(-5627.115236893013)	[6]
lmw 1.0 insw 10.0 UTT-168	<s> five </s>	->	 <s> OH </s>	(-2348.8823114870893)	[2]
lmw 1.0 insw 10.0 UTT-169	<s> six seven eight </s>	->	 <s> SIX SIX </s>	(-4022.461544552662)	[3]
lmw 1.0 insw 10.0 UTT-170	<s> seven </s>	->	 <s> OH </s>	(-2452.4531040354523)	[2]
lmw 1.0 insw 10.0 UTT-171	<s> eight </s>	->	 <s> SIX </s>	(-1881.6506526696544)	[2]
lmw 1.0 insw 10.0 UTT-172	<s> oh one three two one </s>	->	 <s> SIX </s>	(-5457.183111182545)	[6]
lmw 1.0 insw 10.0 UTT-173	<s> zero six zero five </s>	->	 <s> SIX SIX </s>	(-5518.965312998483)	[4]
lmw 1.0 insw 10.0 UTT-174	<s> one six oh nine seven </s>	->	 <s> SIX </s>	(-4410.329713509991)	[5]
lmw 1.0 insw 10.0 UTT-175	<s> two </s>	->	 <s> SIX </s>	(-1729.5063054349384)	[2]
lmw 1.0 insw 10.0 UTT-176	<s> three eight </s>	->	 <s> SIX </s>	(-2455.137726303532)	[3]
lmw 1.0 insw 10.0 UTT-177	<s> four </s>	->	 <s> OH </s>	(-1640.9019634466804)	[2]
lmw 1.0 insw 10.0 UTT-178	<s> five zero </s>	->	 <s> OH </s>	(-2519.981732498514)	[3]
lmw 1.0 insw 10.0 UTT-179	<s> seven three zero two three zero one </s>	->	 <s> SIX </s>	(-7154.467843883256)	[8]
lmw 1.0 insw 10.0 UTT-180	<s> eight five three seven six zero six </s>	->	 <s> SIX SIX </s>	(-7387.39868491768)	[6]
lmw 1.0 insw 10.0 UTT-181	<s> nine five zero </s>	->	 <s> SIX </s>	(-3103.5768139936354)	[4]
lmw 1.0 insw 10.0 UTT-182	<s> oh nine oh eight four six four </s>	->	 <s> SIX </s>	(-6042.160274024781)	[7]
lmw 1.0 insw 10.0 UTT-183	<s> zero </s>	->	 <s> SIX </s>	(-2230.4295227010653)	[2]
lmw 1.0 insw 10.0 UTT-184	<s> one oh one two </s>	->	 <s> SIX </s>	(-3536.3174741398684)	[5]
lmw 1.0 insw 10.0 UTT-185	<s> two </s>	->	 <s> OH </s>	(-1430.7273449372988)	[2]
lmw 1.0 insw 10.0 UTT-186	<s> four one oh oh six three one </s>	->	 <s> OH FIVE </s>	(-6433.517252294036)	[7]
lmw 1.0 insw 10.0 UTT-187	<s> five five </s>	->	 <s> OH </s>	(-2552.5379803223864)	[3]
lmw 1.0 insw 10.0 UTT-188	<s> six four one </s>	->	 <s> SIX OH </s>	(-3409.389172833313)	[3]
lmw 1.0 insw 10.0 UTT-189	<s> seven five oh </s>	->	 <s> SIX </s>	(-3490.188412911826)	[4]
lmw 1.0 insw 10.0 UTT-190	<s> eight </s>	->	 <s> SIX </s>	(-1730.9447207530934)	[2]
lmw 1.0 insw 10.0 UTT-191	<s> nine </s>	->	 <s> OH </s>	(-1638.2346892231687)	[2]
lmw 1.0 insw 10.0 UTT-192	<s> oh </s>	->	 <s> OH </s>	(-1569.2772525874202)	[1]
lmw 1.0 insw 10.0 UTT-193	<s> one two four three one </s>	->	 <s> SIX SIX SIX </s>	(-7808.125949635823)	[6]
lmw 1.0 insw 10.0 UTT-194	<s> two two nine </s>	->	 <s> SIX </s>	(-4190.51341096692)	[4]
lmw 1.0 insw 10.0 UTT-195	<s> three seven </s>	->	 <s> SIX </s>	(-3824.496211613168)	[3]
lmw 1.0 insw 10.0 UTT-196	<s> four eight eight oh seven oh one </s>	->	 <s> SIX SIX </s>	(-8151.346441003471)	[8]
lmw 1.0 insw 10.0 UTT-197	<s> five </s>	->	 <s> OH </s>	(-2199.3827884663083)	[2]
lmw 1.0 insw 10.0 UTT-198	<s> six </s>	->	 <s> SIX </s>	(-2365.121308403152)	[1]
lmw 1.0 insw 10.0 UTT-199	<s> seven oh seven </s>	->	 <s> SIX </s>	(-4525.2602301411935)	[4]
lmw 1.0 insw 10.0 UTT-200	<s> nine four nine one </s>	->	 <s> SIX </s>	(-5493.573421688164)	[5]
lmw 1.0 insw 10.0 UTT-201	<s> oh three two </s>	->	 <s> SIX </s>	(-3893.6020311765174)	[4]
lmw 1.0 insw 10.0 UTT-202	<s> zero eight nine </s>	->	 <s> SIX </s>	(-4449.857259061063)	[4]
lmw 1.0 insw 10.0 UTT-203	<s> one nine three six two six zero </s>	->	 <s> SIX </s>	(-7131.467766240375)	[7]
lmw 1.0 insw 10.0 UTT-204	<s> two </s>	->	 <s> OH </s>	(-1676.9017804674033)	[2]
lmw 1.0 insw 10.0 UTT-205	<s> three </s>	->	 <s> SIX </s>	(-2321.621625821069)	[2]
lmw 1.0 insw 10.0 UTT-206	<s> four </s>	->	 <s> SIX </s>	(-2156.2631214905014)	[2]
lmw 1.0 insw 10.0 UTT-207	<s> six three </s>	->	 <s> SIX </s>	(-2737.220670057236)	[2]
lmw 1.0 insw 10.0 UTT-208	<s> seven nine eight eight six </s>	->	 <s> SIX SIX </s>	(-5710.500711732457)	[5]
lmw 1.0 insw 10.0 UTT-209	<s> eight five oh </s>	->	 <s> OH </s>	(-3024.6862071357846)	[3]
lmw 1.0 insw 10.0 UTT-210	<s> nine six oh oh </s>	->	 <s> OH </s>	(-3412.7438129100715)	[4]
lmw 1.0 insw 10.0 UTT-211	<s> oh eight one oh nine </s>	->	 <s> SIX </s>	(-4529.691453426078)	[6]
lmw 1.0 insw 10.0 UTT-212	<s> zero </s>	->	 <s> SIX </s>	(-2634.2215664867886)	[2]
lmw 1.0 insw 10.0 UTT-213	<s> one oh eight four oh three oh </s>	->	 <s> OH SIX SIX OH </s>	(-7138.544413818738)	[6]
lmw 1.0 insw 10.0 UTT-214	<s> three one two oh </s>	->	 <s> SIX OH </s>	(-4156.655083079391)	[4]
lmw 1.0 insw 10.0 UTT-215	<s> four two five three </s>	->	 <s> SIX SIX </s>	(-4634.967978900991)	[5]
lmw 1.0 insw 10.0 UTT-216	<s> five five </s>	->	 <s> SIX OH </s>	(-2738.3279052668154)	[3]
lmw 1.0 insw 10.0 UTT-217	<s> six nine </s>	->	 <s> SIX </s>	(-3507.699343492831)	[2]
lmw 1.0 insw 10.0 UTT-218	<s> seven nine nine </s>	->	 <s> SIX </s>	(-3662.43992742422)	[4]
lmw 1.0 insw 10.0 UTT-219	<s> eight oh </s>	->	 <s> OH </s>	(-2543.2648809374714)	[2]
lmw 1.0 insw 10.0 UTT-220	<s> nine </s>	->	 <s> SIX </s>	(-1884.346334739467)	[2]
lmw 1.0 insw 10.0 UTT-221	<s> zero two </s>	->	 <s> SIX </s>	(-2774.96141583665)	[3]
lmw 1.0 insw 10.0 UTT-222	<s> one two </s>	->	 <s> OH </s>	(-2393.1579585095574)	[3]
lmw 1.0 insw 10.0 UTT-223	<s> two four </s>	->	 <s> OH </s>	(-2265.4458632843903)	[3]
lmw 1.0 insw 10.0 UTT-224	<s> three </s>	->	 <s> SIX </s>	(-1556.4710839408194)	[2]
lmw 1.0 insw 10.0 UTT-225	<s> four </s>	->	 <s> SIX </s>	(-1777.24572935076)	[2]
lmw 1.0 insw 10.0 UTT-226	<s> five </s>	->	 <s> OH </s>	(-1745.0045711404118)	[2]
lmw 1.0 insw 10.0 UTT-227	<s> six zero one seven eight five two </s>	->	 <s> SIX SIX SIX </s>	(-6430.411295423566)	[7]
lmw 1.0 insw 10.0 UTT-228	<s> eight two five nine zero </s>	->	 <s> SIX </s>	(-4517.0746020888355)	[6]
lmw 1.0 insw 10.0 UTT-229	<s> nine four seven nine three </s>	->	 <s> OH </s>	(-4522.405335285203)	[6]
lmw 1.0 insw 10.0 UTT-230	<s> oh seven </s>	->	 <s> SIX </s>	(-2546.0597969930063)	[3]
lmw 1.0 insw 10.0 UTT-231	<s> zero seven one </s>	->	 <s> SIX SIX </s>	(-4291.060734831781)	[4]
lmw 1.0 insw 10.0 UTT-232	<s> one </s>	->	 <s> SIX </s>	(-1552.200402536937)	[2]
lmw 1.0 insw 10.0 UTT-233	<s> two oh nine one </s>	->	 <s> OH SIX </s>	(-3715.485765098102)	[4]
lmw 1.0 insw 10.0 UTT-234	<s> three zero one one </s>	->	 <s> SIX </s>	(-3466.0848469414927)	[5]
lmw 1.0 insw 10.0 UTT-235	<s> five three zero </s>	->	 <s> SIX </s>	(-3133.9252631713616)	[4]
lmw 1.0 insw 10.0 UTT-236	<s> six three five seven one zero four </s>	->	 <s> OH SIX </s>	(-6951.9891046255025)	[8]
lmw 1.0 insw 10.0 UTT-237	<s> seven seven two three </s>	->	 <s> SIX </s>	(-4090.5835745653762)	[5]
lmw 1.0 insw 10.0 UTT-238	<s> eight eight </s>	->	 <s> SIX </s>	(-2044.3215427713985)	[3]
lmw 1.0 insw 10.0 UTT-239	<s> nine </s>	->	 <s> OH </s>	(-1542.8028792653413)	[2]
lmw 1.0 insw 10.0 UTT-240	<s> oh </s>	->	 <s> OH </s>	(-1633.8383108672472)	[1]
lmw 1.0 insw 10.0 UTT-241	<s> zero </s>	->	 <s> SIX </s>	(-2021.3343621976087)	[2]
lmw 1.0 insw 10.0 UTT-242	<s> two five </s>	->	 <s> OH </s>	(-2439.848076007692)	[3]
lmw 1.0 insw 10.0 UTT-243	<s> three four zero four </s>	->	 <s> SIX OH </s>	(-4391.883394212569)	[5]
lmw 1.0 insw 10.0 UTT-244	<s> four seven </s>	->	 <s> SIX </s>	(-2410.4120978650344)	[3]
lmw 1.0 insw 10.0 UTT-245	<s> five five zero three eight five four </s>	->	 <s> OH OH FIVE </s>	(-6563.055090940561)	[7]
lmw 1.0 insw 10.0 UTT-246	<s> six </s>	->	 <s> SIX </s>	(-2308.6973320963043)	[1]
lmw 1.0 insw 10.0 UTT-247	<s> seven </s>	->	 <s> OH </s>	(-2302.705482638906)	[2]
lmw 1.0 insw 10.0 UTT-248	<s> eight </s>	->	 <s> OH </s>	(-1909.8600729079308)	[2]
lmw 1.0 insw 10.0 UTT-249	<s> oh one nine five </s>	->	 <s> SIX OH </s>	(-3813.3135603145583)	[5]
lmw 1.0 insw 10.0 UTT-250	<s> zero one zero seven two </s>	->	 <s> SIX </s>	(-5472.292835503414)	[6]
lmw 1.0 insw 10.0 UTT-251	<s> one nine </s>	->	 <s> SIX </s>	(-2634.026704639178)	[3]
lmw 1.0 insw 10.0 UTT-252	<s> two </s>	->	 <s> OH </s>	(-1858.4047651030314)	[2]
lmw 1.0 insw 10.0 UTT-253	<s> three </s>	->	 <s> SIX </s>	(-1811.6829705261503)	[2]
lmw 1.0 insw 10.0 UTT-254	<s> four </s>	->	 <s> SIX </s>	(-1809.5031936650769)	[2]
lmw 1.0 insw 10.0 UTT-255	<s> five </s>	->	 <s> OH </s>	(-1784.0884250811914)	[2]
lmw 1.0 insw 10.0 UTT-256	<s> seven two four one </s>	->	 <s> SIX </s>	(-4664.38166391341)	[5]
lmw 1.0 insw 10.0 UTT-257	<s> eight one zero zero </s>	->	 <s> SIX </s>	(-4333.9379526348985)	[5]
lmw 1.0 insw 10.0 UTT-258	<s> nine five eight six </s>	->	 <s> SIX SIX OH </s>	(-5466.862911609777)	[5]
lmw 1.0 insw 10.0 UTT-259	<s> oh nine five </s>	->	 <s> OH OH </s>	(-3179.475517222905)	[3]
lmw 1.0 insw 10.0 UTT-260	<s> zero eight nine eight four </s>	->	 <s> SIX </s>	(-4517.0227962183335)	[6]
lmw 1.0 insw 10.0 UTT-261	<s> one </s>	->	 <s> SIX </s>	(-2150.0791355385422)	[2]
lmw 1.0 insw 10.0 UTT-262	<s> two zero eight eight nine </s>	->	 <s> OH </s>	(-5024.575391070891)	[6]
lmw 1.0 insw 10.0 UTT-263	<s> four one five three five eight six </s>	->	 <s> SIX </s>	(-7233.911522415951)	[7]
lmw 1.0 insw 10.0 UTT-264	<s> five three four nine </s>	->	 <s> OH </s>	(-4271.773364459506)	[5]
lmw 1.0 insw 10.0 UTT-265	<s> six four </s>	->	 <s> SIX </s>	(-2803.2696739134717)	[2]
lmw 1.0 insw 10.0 UTT-266	<s> seven eight </s>	->	 <s> SIX </s>	(-2669.9826332939224)	[3]
lmw 1.0 insw 10.0 UTT-267	<s> eight nine nine oh </s>	->	 <s> OH </s>	(-3551.300377447626)	[4]
lmw 1.0 insw 10.0 UTT-268	<s> nine </s>	->	 <s> SIX </s>	(-2255.646834752464)	[2]
lmw 1.0 insw 10.0 UTT-269	<s> oh oh two one three </s>	->	 <s> OH </s>	(-4759.023532758031)	[5]
lmw 1.0 insw 10.0 UTT-270	<s> one four seven </s>	->	 <s> SIX </s>	(-3007.301056328332)	[4]
lmw 1.0 insw 10.0 UTT-271	<s> two three six one one zero four </s>	->	 <s> SIX SIX </s>	(-6734.191236178504)	[7]
lmw 1.0 insw 10.0 UTT-272	<s> three eight two oh oh four four </s>	->	 <s> SIX SIX SIX OH </s>	(-6392.080062843819)	[7]
lmw 1.0 insw 10.0 UTT-273	<s> four nine seven eight two </s>	->	 <s> SIX </s>	(-4585.916809052918)	[6]
lmw 1.0 insw 10.0 UTT-274	<s> five oh eight </s>	->	 <s> OH </s>	(-2744.5965107210372)	[3]
lmw 1.0 insw 10.0 UTT-275	<s> six </s>	->	 <s> SIX </s>	(-1953.265013885909)	[1]
lmw 1.0 insw 10.0 UTT-276	<s> seven zero eight zero seven </s>	->	 <s> OH OH SIX </s>	(-5484.302315198829)	[6]
lmw 1.0 insw 10.0 UTT-277	<s> nine one oh </s>	->	 <s> SIX </s>	(-3481.455409821079)	[4]
lmw 1.0 insw 10.0 UTT-278	<s> oh one </s>	->	 <s> OH </s>	(-2118.2318307964692)	[2]
lmw 1.0 insw 10.0 UTT-279	<s> zero five </s>	->	 <s> OH </s>	(-2653.053778239562)	[3]
lmw 1.0 insw 10.0 UTT-280	<s> one nine </s>	->	 <s> OH </s>	(-2605.0726692736507)	[3]
lmw 1.0 insw 10.0 UTT-281	<s> two </s>	->	 <s> SIX </s>	(-2499.396502392045)	[2]
lmw 1.0 insw 10.0 UTT-282	<s> three zero eight six one four six </s>	->	 <s> SIX SIX </s>	(-7731.601828284771)	[6]
lmw 1.0 insw 10.0 UTT-283	<s> four </s>	->	 <s> OH </s>	(-2348.583163892584)	[2]
lmw 1.0 insw 10.0 UTT-284	<s> six three five oh three </s>	->	 <s> OH OH OH </s>	(-5943.060285090305)	[5]
lmw 1.0 insw 10.0 UTT-285	<s> seven four four five one </s>	->	 <s> OH OH FIVE </s>	(-5093.69633734673)	[5]
lmw 1.0 insw 10.0 UTT-286	<s> eight five three one one oh oh </s>	->	 <s> OH OH OH OH </s>	(-6837.919332052958)	[6]
lmw 1.0 insw 10.0 UTT-287	<s> nine seven eight </s>	->	 <s> SIX </s>	(-3810.433479165094)	[4]
lmw 1.0 insw 10.0 UTT-288	<s> oh </s>	->	 <s> OH </s>	(-2339.1720891988944)	[1]
lmw 1.0 insw 10.0 UTT-289	<s> zero </s>	->	 <s> SIX </s>	(-2856.7992293855696)	[2]
lmw 1.0 insw 10.0 UTT-290	<s> one </s>	->	 <s> SIX </s>	(-1763.04701845559)	[2]
lmw 1.0 insw 10.0 UTT-291	<s> three three seven one </s>	->	 <s> SIX </s>	(-3090.902828051512)	[5]
lmw 1.0 insw 10.0 UTT-292	<s> four five </s>	->	 <s> OH </s>	(-2313.8481444853865)	[3]
lmw 1.0 insw 10.0 UTT-293	<s> five eight two zero </s>	->	 <s> SIX </s>	(-3144.705600888646)	[5]
lmw 1.0 insw 10.0 UTT-294	<s> six five four nine two </s>	->	 <s> SIX </s>	(-4083.2404975810664)	[5]
lmw 1.0 insw 10.0 UTT-295	<s> seven </s>	->	 <s> SIX </s>	(-1776.9374253246222)	[2]
lmw 1.0 insw 10.0 UTT-296	<s> eight </s>	->	 <s> SIX </s>	(-2106.6619818120967)	[2]
lmw 1.0 insw 10.0 UTT-297	<s> nine zero nine two one </s>	->	 <s> SIX </s>	(-3851.7024003879465)	[6]
lmw 1.0 insw 10.0 UTT-298	<s> zero four zero five one two seven </s>	->	 <s> SIX SIX </s>	(-7047.995276615475)	[8]
lmw 1.0 insw 10.0 UTT-299	<s> one three one </s>	->	 <s> SIX </s>	(-2763.025192498612)	[4]
lmw 1.0 insw 10.0 UTT-300	<s> two six one five one three two </s>	->	 <s> SIX </s>	(-6327.236938228096)	[7]
lmw 1.0 insw 10.0 UTT-301	<s> three seven eight two one nine four </s>	->	 <s> SIX </s>	(-5074.168182580267)	[8]
lmw 1.0 insw 10.0 UTT-302	<s> four </s>	->	 <s> SIX </s>	(-1786.4555347721364)	[2]
lmw 1.0 insw 10.0 UTT-303	<s> five oh oh eight nine </s>	->	 <s> SIX </s>	(-4429.117404293241)	[6]
lmw 1.0 insw 10.0 UTT-304	<s> six oh </s>	->	 <s> OH </s>	(-3058.1474814285125)	[2]
lmw 1.0 insw 10.0 UTT-305	<s> eight six two four eight four two </s>	->	 <s> OH SIX </s>	(-5791.8163593264835)	[7]
lmw 1.0 insw 10.0 UTT-306	<s> nine six </s>	->	 <s> SIX </s>	(-2770.10241121742)	[2]
lmw 1.0 insw 10.0 UTT-307	<s> oh seven five four seven oh four </s>	->	 <s> SIX </s>	(-6163.23237752721)	[8]
lmw 1.0 insw 10.0 UTT-308	<s> zero </s>	->	 <s> SIX </s>	(-2274.7775433190614)	[2]
lmw 1.0 insw 10.0 UTT-309	<s> one nine nine oh oh </s>	->	 <s> SIX OH </s>	(-4168.625782159219)	[5]
lmw 1.0 insw 10.0 UTT-310	<s> two </s>	->	 <s> SIX </s>	(-1561.9187706850262)	[2]
lmw 1.0 insw 10.0 UTT-311	<s> three </s>	->	 <s> OH </s>	(-1627.3091206965241)	[2]
lmw 1.0 insw 10.0 UTT-312	<s> five one eight five six </s>	->	 <s> SIX SIX </s>	(-4978.20429538176)	[5]
lmw 1.0 insw 10.0 UTT-313	<s> six four one </s>	->	 <s> SIX SIX </s>	(-3522.7963297562897)	[3]
lmw 1.0 insw 10.0 UTT-314	<s> seven seven one oh </s>	->	 <s> SIX OH </s>	(-4326.3569260170125)	[4]
lmw 1.0 insw 10.0 UTT-315	<s> eight eight two </s>	->	 <s> SIX </s>	(-3114.7844308777926)	[4]
lmw 1.0 insw 10.0 UTT-316	<s> nine </s>	->	 <s> OH </s>	(-1685.0593551023594)	[2]
lmw 1.0 insw 10.0 UTT-317	<s> oh </s>	->	 <s> OH </s>	(-1522.4857863801074)	[1]
lmw 1.0 insw 10.0 UTT-318	<s> zero </s>	->	 <s> OH </s>	(-2124.27173676734)	[2]
lmw 1.0 insw 10.0 UTT-319	<s> two two seven eight oh nine one </s>	->	 <s> SIX SIX </s>	(-6143.080390817746)	[8]
lmw 1.0 insw 10.0 UTT-320	<s> three three seven six zero seven zero </s>	->	 <s> SIX SIX SIX OH </s>	(-6290.276951154244)	[7]
lmw 1.0 insw 10.0 UTT-321	<s> four nine seven two nine </s>	->	 <s> SIX </s>	(-4402.2604283262535)	[6]
lmw 1.0 insw 10.0 UTT-322	<s> five </s>	->	 <s> OH </s>	(-1734.994013964422)	[2]
lmw 1.0 insw 10.0 UTT-323	<s> six </s>	->	 <s> SIX </s>	(-1969.1186451477126)	[1]
lmw 1.0 insw 10.0 UTT-324	<s> seven </s>	->	 <s> OH </s>	(-1532.0913199684)	[2]
lmw 1.0 insw 10.0 UTT-325	<s> eight zero six zero four four four </s>	->	 <s> SIX SIX </s>	(-6005.277026056173)	[7]
lmw 1.0 insw 10.0 UTT-326	<s> oh four seven seven two </s>	->	 <s> SIX </s>	(-3787.602949747993)	[6]
lmw 1.0 insw 10.0 UTT-327	<s> zero two zero one seven seven four </s>	->	 <s> SIX </s>	(-5677.856438627101)	[8]
lmw 1.0 insw 10.0 UTT-328	<s> one seven three two one </s>	->	 <s> SIX </s>	(-4811.7617006044275)	[6]
lmw 1.0 insw 10.0 UTT-329	<s> two seven five </s>	->	 <s> SIX OH </s>	(-3204.307327581106)	[4]
lmw 1.0 insw 10.0 UTT-330	<s> three </s>	->	 <s> OH </s>	(-2019.5312540637728)	[2]
lmw 1.0 insw 10.0 UTT-331	<s> four </s>	->	 <s> OH </s>	(-1768.9821131988522)	[2]
lmw 1.0 insw 10.0 UTT-332	<s> five zero three nine </s>	->	 <s> SIX </s>	(-4515.942707104883)	[5]
lmw 1.0 insw 10.0 UTT-333	<s> seven two nine </s>	->	 <s> SIX </s>	(-3161.9829108785975)	[4]
lmw 1.0 insw 10.0 UTT-334	<s> eight five one nine zero </s>	->	 <s> SIX </s>	(-4732.959097485925)	[6]
lmw 1.0 insw 10.0 UTT-335	<s> nine eight six one four </s>	->	 <s> SIX SIX </s>	(-5307.273519023828)	[5]
lmw 1.0 insw 10.0 UTT-336	<s> oh eight seven one four seven nine </s>	->	 <s> SIX </s>	(-6169.014267056401)	[8]
lmw 1.0 insw 10.0 UTT-337	<s> zero </s>	->	 <s> OH </s>	(-2037.676799524778)	[2]
lmw 1.0 insw 10.0 UTT-338	<s> one </s>	->	 <s> SIX </s>	(-1910.9896677017296)	[2]
lmw 1.0 insw 10.0 UTT-339	<s> two zero six nine four seven seven </s>	->	 <s> SIX SIX </s>	(-7436.818196999668)	[7]
lmw 1.0 insw 10.0 UTT-340	<s> four one one six </s>	->	 <s> SIX </s>	(-3898.618679601564)	[4]
lmw 1.0 insw 10.0 UTT-341	<s> five four </s>	->	 <s> SIX </s>	(-2476.579592390935)	[3]
lmw 1.0 insw 10.0 UTT-342	<s> six seven five one </s>	->	 <s> OH </s>	(-3911.096969534937)	[5]
lmw 1.0 insw 10.0 UTT-343	<s> seven eight six three five seven one </s>	->	 <s> SIX SIX OH </s>	(-6820.878126925695)	[7]
lmw 1.0 insw 10.0 UTT-344	<s> eight </s>	->	 <s> SIX </s>	(-1648.7682712505323)	[2]
lmw 1.0 insw 10.0 UTT-345	<s> nine </s>	->	 <s> SIX </s>	(-1705.1278609729209)	[2]
lmw 1.0 insw 10.0 UTT-346	<s> oh oh oh </s>	->	 <s> OH </s>	(-3341.2523557980326)	[3]
lmw 1.0 insw 10.0 UTT-347	<s> one four three two </s>	->	 <s> OH </s>	(-4344.798169095236)	[5]
lmw 1.0 insw 10.0 UTT-348	<s> two three oh </s>	->	 <s> OH </s>	(-3020.7441525919467)	[3]
lmw 1.0 insw 10.0 UTT-349	<s> three five two four four </s>	->	 <s> OH </s>	(-5452.59879292897)	[6]
lmw 1.0 insw 10.0 UTT-350	<s> four six seven nine one </s>	->	 <s> OH </s>	(-4649.668672119416)	[6]
lmw 1.0 insw 10.0 UTT-351	<s> five </s>	->	 <s> OH </s>	(-2217.1618470093695)	[2]
lmw 1.0 insw 10.0 UTT-352	<s> six </s>	->	 <s> SIX </s>	(-2121.0096163802746)	[1]
lmw 1.0 insw 10.0 UTT-353	<s> seven zero four two nine nine seven </s>	->	 <s> SIX SIX </s>	(-6517.187684894862)	[8]
lmw 1.0 insw 10.0 UTT-354	<s> nine two zero seven </s>	->	 <s> SIX </s>	(-4063.923027260486)	[5]
lmw 1.0 insw 10.0 UTT-355	<s> oh two </s>	->	 <s> OH </s>	(-2352.524997133545)	[2]
lmw 1.0 insw 10.0 UTT-356	<s> zero nine </s>	->	 <s> SIX </s>	(-2803.376726900651)	[3]
lmw 1.0 insw 10.0 UTT-357	<s> one six six eight eight </s>	->	 <s> OH </s>	(-5554.2461765768085)	[6]
lmw 1.0 insw 10.0 UTT-358	<s> two </s>	->	 <s> FIVE </s>	(-1605.328759171934)	[2]
lmw 1.0 insw 10.0 UTT-359	<s> three </s>	->	 <s> OH </s>	(-1801.186088055991)	[2]
lmw 1.0 insw 10.0 UTT-360	<s> four oh </s>	->	 <s> OH </s>	(-2387.322164670363)	[2]
lmw 1.0 insw 10.0 UTT-361	<s> six one three </s>	->	 <s> OH </s>	(-3303.432526912182)	[4]
lmw 1.0 insw 10.0 UTT-362	<s> seven two two six nine five two </s>	->	 <s> OH SIX </s>	(-7149.507517386458)	[7]
lmw 1.0 insw 10.0 UTT-363	<s> eight five oh three eight </s>	->	 <s> OH OH </s>	(-4367.455239582236)	[5]
